Id,Title,Year,Rating,Views,Likes,Minutes,Tagline,Language,Countries,Directors,Cast
46418,Funny Games,1997,3.9,277356,79467,109,,German,['Austria'],['Michael Haneke'],"['Ulrich Mühe', 'Susanne Lothar', 'Arno Frisch', 'Frank Giering', 'Stefan Clapczynski']"
48797,RoboCop,1987,3.9,437629,117102,102,Part man. Part machine. All cop. The future of law enforcement.,English,['USA'],['Paul Verhoeven'],"['Peter Weller', 'Nancy Allen', ""Dan O'Herlihy"", 'Ronny Cox', 'Kurtwood Smith']"
839774,Moon Knight,2022,3.6,436649,129332,282,Embrace the chaos.,English,['USA'],"['Mohamed Diab', 'Justin Benson']","['Oscar Isaac', 'Ethan Hawke', 'May Calamawy', 'Ann Akinjirin', 'David Ganly']"
51732,The Lost World: Jurassic Park,1997,3.1,671852,88969,129,Something has survived.,English,['USA'],['Steven Spielberg'],"['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite', 'Arliss Howard', 'Richard Attenborough']"
51194,Paths of Glory,1957,4.4,249947,88141,88,It explodes in the no-man’s land no picture ever dared cross before!,English,"['USA', 'UK']",['Stanley Kubrick'],"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready', 'Wayne Morris']"
51682,Snow White and the Seven Dwarfs,1937,3.4,795082,96237,83,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",English,['USA'],['David Hand'],"['Adriana Caselotti', 'Lucille La Verne', 'Harry Stockwell', 'Roy Atwell', 'Pinto Colvig']"
386608,Sonic the Hedgehog,2020,2.9,468330,81528,99,A Whole New Speed of Hero,English,"['Japan', 'USA']",['Jeff Fowler'],"['Ben Schwartz', 'James Marsden', 'Tika Sumpter', 'Jim Carrey', 'Natasha Rothwell']"
51296,Who Framed Roger Rabbit,1988,3.9,535564,142049,104,"It’s the story of a man, a woman, and a rabbit in a triangle of trouble.",English,['USA'],['Robert Zemeckis'],"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer', 'Kathleen Turner']"
877360,Totally Killer,2023,3.1,283638,71367,105,Murder is so 1987.,English,['USA'],['Nahnatchka Khan'],"['Kiernan Shipka', 'Olivia Holt', 'Julie Bowen', 'Charlie Gillespie', 'Lochlyn Munro']"
483008,The Lost Daughter,2021,3.5,280467,58872,122,Being a mother is a crushing responsibility.,English,"['Greece', 'UK', 'USA']",['Maggie Gyllenhaal'],"['Olivia Colman', 'Jessie Buckley', 'Dakota Johnson', 'Ed Harris', 'Paul Mescal']"
50791,The Piano Teacher,2001,4.1,222629,66784,131,Perversion at its wicked best!,French,"['Austria', 'France']",['Michael Haneke'],"['Isabelle Huppert', 'Annie Girardot', 'Benoît Magimel', 'Susanne Lothar', 'Udo Samel']"
50017,The Addams Family,1991,3.7,575175,133688,102,Weird Is Relative,English,['USA'],['Barry Sonnenfeld'],"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd', 'Christina Ricci', 'Carel Struycken']"
51843,North by Northwest,1959,4.2,337118,97566,136,"A 2000 MILE CHASE . . . That blazes a trail of TERROR to a gripping, spine-chilling climax !",English,['USA'],['Alfred Hitchcock'],"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis', 'Leo G. Carroll']"
51817,Some Like It Hot,1959,4.2,326405,109466,122,Marilyn Monroe and her bosom companions… Tony Curtis… Jack Lemmon…,English,['USA'],['Billy Wilder'],"['Tony Curtis', 'Jack Lemmon', 'Marilyn Monroe', 'George Raft', 'Pat O’Brien']"
996925,BEEF,2023,4.2,317368,121688,351,Revenge is best served raw.,English,['USA'],"['Hikari', 'Jake Schreier']","['Steven Yeun', 'Ali Wong', 'Joseph Lee', 'Young Mazino', 'David Choe']"
50960,Chicago,2002,3.9,403734,108352,113,"If you can’t be famous, be infamous.",English,"['Germany', 'Canada', 'USA']",['Rob Marshall'],"['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Ekaterina Chtchelkanova', 'Queen Latifah']"
96109,Spring Breakers,2012,2.8,458916,63876,94,A little sun can bring out your dark side.,English,"['France', 'USA']",['Harmony Korine'],"['James Franco', 'Selena Gomez', 'Vanessa Hudgens', 'Ashley Benson', 'Rachel Korine']"
51117,Bridge to Terabithia,2007,3.6,563348,114401,96,"Close your eyes, but keep your mind wide open.",English,['USA'],['Gábor Csupó'],"['Josh Hutcherson', 'AnnaSophia Robb', 'Zooey Deschanel', 'Robert Patrick', 'Bailee Madison']"
50682,Twin Peaks: Fire Walk with Me,1992,4.2,290025,107638,135,Meet Laura Palmer… In a town where nothing is as it seems… And everyone has something to hide.,English,"['France', 'USA']",['David Lynch'],"['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook', 'Phoebe Augustine']"
49810,Battle Royale,2000,3.9,348370,100138,113,Could you kill your best friend?,Japanese,['Japan'],['Kinji Fukasaku'],"['Tatsuya Fujiwara', 'Aki Maeda', 'Takeshi Kitano', 'Taro Yamamoto', 'Masanobu Ando']"
137476,American Sniper,2014,3.3,561524,86905,133,The most lethal sniper in U.S. history.,English,['USA'],['Clint Eastwood'],"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis', 'Ben Reed']"
739522,Godzilla × Kong: The New Empire,2024,2.8,257483,65676,115,Rise together or fall alone.,English,['USA'],['Adam Wingard'],"['Rebecca Hall', 'Brian Tyree Henry', 'Dan Stevens', 'Kaylee Hottle', 'Alex Ferns']"
44808,Alice in Wonderland,1951,3.7,696486,127479,75,A world of wonders in One Great Picture,English,['USA'],"['Hamilton Luske', 'Wilfred Jackson']","['Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn', 'Sterling Holloway', 'Jerry Colonna']"
51841,Saw II,2005,3.2,491223,85163,93,Oh Yes… There Will Be Blood.,English,['USA'],['Darren Lynn Bousman'],"['Tobin Bell', 'Donnie Wahlberg', 'Shawnee Smith', 'Erik Knudsen', 'Franky G']"
1046227,Taylor Swift: The Eras Tour,2023,4.3,274195,135936,169,It’s been a long time coming.,English,['USA'],['Sam Wrench'],"['Taylor Swift', 'Mike Meadows', 'Max Bernstein', 'Paul Sidoti', 'Amos Heller']"
575258,Renfield,2023,2.9,277251,58653,93,Sucks to be him.,English,['USA'],['Chris McKay'],"['Nicholas Hoult', 'Nicolas Cage', 'Awkwafina', 'Ben Schwartz', 'Shohreh Aghdashloo']"
47204,The Descent,2005,3.6,359731,93181,99,Scream your last breath.,English,['UK'],['Neil Marshall'],"['Shauna Macdonald', 'Natalie Mendoza', 'Alex Reid', 'MyAnna Buring', 'Saskia Mulder']"
311962,Hush,2016,3.2,520035,94187,82,Silence can be killer,English,['USA'],['Mike Flanagan'],"['Kate Siegel', 'John Gallagher Jr.', 'Samantha Sloyan', 'Michael Trucco', 'Emma Graves']"
343911,Over the Garden Wall,2014,4.6,312670,162543,109,Will you take a peek?,English,['USA'],['Nate Cash'],"['Elijah Wood', 'Collin Dean']"
51888,Ocean’s Twelve,2004,3.3,573495,87584,125,Twelve is the new eleven.,English,['USA'],['Steven Soderbergh'],"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Catherine Zeta-Jones', 'Andy García']"
494248,Blue Beetle,2023,,278276,70277,128,Jaime Reyes is a superhero whether he likes it or not.,English,['USA'],['Ángel Manuel Soto'],"['Xolo Mariduena', 'Bruna Marquezine', 'Susan Sarandon', 'Raoul Max Trujillo', 'Belissa Escobedo']"
51979,Million Dollar Baby,2004,4.0,436301,93372,132,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",English,"['Switzerland', 'USA']",['Clint Eastwood'],"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter']"
51528,Solaris,1972,4.2,202883,65860,167,,Russian,['USSR'],['Andrei Tarkovsky'],"['Donatas Banionis', 'Natalya Bondarchuk', 'Jüri Järvet', 'Anatoliy Solonitsyn', 'Nikolay Grinko']"
46330,Night of the Living Dead,1968,4.0,327425,97849,96,"If it doesn’t scare you, you’re already dead!",English,['USA'],['George A. Romero'],"[""Judith O'Dea"", 'Duane Jones', 'Marilyn Eastman', 'Karl Hardman', 'Judith Ridley']"
174928,Creep,2014,3.3,348290,86349,82,Tubby time!,English,['USA'],['Patrick Brice'],"['Mark Duplass', 'Patrick Brice', 'Katie Aselton']"
157841,Sausage Party,2016,2.3,635168,56180,89,Always use condiments,English,"['Canada', 'USA']","['Conrad Vernon', 'Greg Tiernan']","['Seth Rogen', 'Kristen Wiig', 'Jonah Hill', 'Bill Hader', 'Michael Cera']"
123066,Pirates of the Caribbean: Dead Men Tell No Tales,2017,2.6,673271,70929,128,All pirates must die.,English,['USA'],"['Joachim Rønning', 'Espen Sandberg']","['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush', 'Brenton Thwaites', 'Kaya Scodelario']"
51471,Nosferatu,1922,3.9,288941,76495,95,A symphony of horror,No spoken language,"['Germany', 'UK']",['F. W. Murnau'],"['Max Schreck', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff']"
51537,Life of Brian,1979,4.0,466158,123292,94,He wasn’t the messiah. He was a very naughty boy.,English,['UK'],['Terry Jones'],"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones']"
541998,King Richard,2021,3.7,309296,73537,144,"Venus, Serena and a plan for greatness.",English,['USA'],['Reinaldo Marcus Green'],"['Will Smith', 'Aunjanue Ellis-Taylor', 'Saniyya Sidney', 'Demi Singleton', 'Jon Bernthal']"
496198,The Guilty,2021,2.9,398541,56862,91,Listen carefully.,English,['USA'],['Antoine Fuqua'],"['Jake Gyllenhaal', 'Ethan Hawke', 'Riley Keough', 'Peter Sarsgaard', 'Christina Vidal']"
19987,The Hangover Part II,2011,2.9,675936,80926,102,The Wolfpack Is Back,English,['USA'],['Todd Phillips'],"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong']"
51904,The 400 Blows,1959,4.3,276289,93357,99,Angel faces hell-bent for violence.,French,['France'],['François Truffaut'],"['Jean-Pierre Léaud', 'Claire Maurier', 'Albert Rémy', 'Georges Flamant', 'Patrick Auffay']"
35988,Yi Yi,2000,4.5,116649,51535,174,,Chinese,"['Japan', 'Taiwan']",['Edward Yang'],"['Wu Nien-jen', 'Issey Ogata', 'Elaine Jin', 'Kelly Lee', 'Jonathan Chang']"
144110,Crimson Peak,2015,3.3,376451,87034,119,Love makes monsters of us all.,English,"['Mexico', 'USA']",['Guillermo del Toro'],"['Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston', 'Charlie Hunnam', 'Jim Beaver']"
493441,Candyman,2021,3.1,325042,64449,91,Dare to say his name.,English,"['Canada', 'USA']",['Nia DaCosta'],"['Yahya Abdul-Mateen II', 'Teyonah Parris', 'Colman Domingo', 'Nathan Stewart-Jarrett', 'Kyle Kaminsky']"
47068,Final Destination,2000,3.1,509982,84486,98,No accidents. No coincidences. No escapes. You can’t cheat death.,English,['USA'],['James Wong'],"['Devon Sawa', 'Ali Larter', 'Kerr Smith', 'Kristen Cloke', 'Seann William Scott']"
161002,The Interview,2014,2.9,576737,83161,113,The Film Hackers Tried To Get Banned,English,['USA'],"['Seth Rogen', 'Evan Goldberg']","['James Franco', 'Seth Rogen', 'Lizzy Caplan', 'Randall Park', 'Diana Bang']"
51787,Breathless,1960,3.9,280595,78719,90,,French,['France'],['Jean-Luc Godard'],"['Jean-Paul Belmondo', 'Jean Seberg', 'Daniel Boulanger', 'Henri-Jacques Huet', 'Roger Hanin']"
218051,Now You See Me 2,2016,2.9,643143,84570,129,You Haven’t Seen Anything Yet,English,"['Hong Kong', 'USA']",['Jon M. Chu'],"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Morgan Freeman', 'Dave Franco']"
50207,The Aviator,2004,3.7,390057,75870,170,"For some men, the sky was the limit. For him, it was just the beginning.",English,"['Germany', 'USA']",['Martin Scorsese'],"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly', 'Alec Baldwin']"
291213,Road House,2024,2.6,268861,48768,121,Take it outside.,English,['USA'],['Doug Liman'],"['Jake Gyllenhaal', 'Daniela Melchior', 'Billy Magnussen', 'Jessica Williams', 'Joaquim de Almeida']"
51737,Mystic River,2003,3.8,386893,84552,138,"We bury our sins, we wash them clean.",English,['USA'],['Clint Eastwood'],"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Laurence Fishburne', 'Marcia Gay Harden']"
50947,What’s Eating Gilbert Grape,1993,3.8,425113,100691,118,Life is a terrible thing to sleep through.,English,['USA'],['Lasse Hallström'],"['Johnny Depp', 'Juliette Lewis', 'Leonardo DiCaprio', 'Mary Steenburgen', 'Darlene Cates']"
696310,Women Talking,2022,3.8,198779,55217,104,Do nothing. Stay and fight. Leave.,English,['USA'],['Sarah Polley'],"['Rooney Mara', 'Claire Foy', 'Jessie Buckley', 'Judith Ivey', 'Ben Whishaw']"
62912,Hotel Transylvania,2012,3.2,730629,92522,91,Even monsters need a vacation,English,['USA'],['Genndy Tartakovsky'],"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher']"
41663,Fantastic Planet,1973,4.0,220340,80315,72,A sublime trip to a fine new world,French,"['Czechoslovakia', 'France']",['René Laloux'],"['Gérard Hernandez', 'Jean Valmont', 'Jennifer Drake', 'Yves Barsacq', 'Jeanine Forney']"
43751,Labyrinth,1986,3.7,383383,113701,102,Where everything seems possible and nothing is what it seems.,English,"['UK', 'USA']",['Jim Henson'],"['David Bowie', 'Jennifer Connelly', 'Toby Froud', 'Shelley Thompson', 'Christopher Malcolm']"
822281,Suzume,2022,3.8,234034,79846,123,"On the other side of the door, was time in its entirety.",Japanese,['Japan'],['Makoto Shinkai'],"['Nanoka Hara', 'Hokuto Matsumura', 'Eri Fukatsu', 'Shota Sometani', 'Sairi Ito']"
268366,Fantastic Beasts: The Secrets of Dumbledore,2022,2.5,400720,47418,142,Return to the magic.,English,"['UK', 'USA']",['David Yates'],"['Eddie Redmayne', 'Jude Law', 'Mads Mikkelsen', 'Ezra Miller', 'Dan Fogler']"
114576,Blue Is the Warmest Color,2013,3.3,426296,72456,180,,French,"['Belgium', 'France', 'Spain']",['Abdellatif Kechiche'],"['Léa Seydoux', 'Adèle Exarchopoulos', 'Salim Kéchiouche', 'Aurélien Recoing', 'Catherine Salée']"
736318,Crimes of the Future,2022,3.3,220985,53433,107,Enter the heart of darkness.,English,"['Canada', 'France', 'Greece', 'UK']",['David Cronenberg'],"['Viggo Mortensen', 'Léa Seydoux', 'Scott Speedman', 'Kristen Stewart', 'Welket Bungué']"
62638,The Wolverine,2013,3.0,653061,79822,126,"When he’s most vulnerable, he’s most dangerous.",English,['USA'],['James Mangold'],"['Hugh Jackman', 'Tao Okamoto', 'Rila Fukushima', 'Hal Yamanouchi', 'Hiroyuki Sanada']"
40424,Happy Together,1997,4.2,197948,81287,96,,Cantonese,"['Hong Kong', 'Japan', 'South Korea']",['Wong Kar-wai'],"['Tony Leung Chiu-wai', 'Leslie Cheung', 'Chang Chen', 'Gregory Dayton']"
629376,Hustle,2022,3.5,344997,86860,117,Are you obsessed with this game?,English,['USA'],['Jeremiah Zagar'],"['Adam Sandler', 'Queen Latifah', 'Juancho Hernangómez', 'Anthony Edwards', 'Kenny Smith']"
309107,Godzilla: King of the Monsters,2019,2.8,434441,71272,132,Long live the king.,English,"['China', 'Japan', 'USA']",['Michael Dougherty'],"['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Ken Watanabe', 'Zhang Ziyi']"
21050,127 Hours,2010,3.5,541417,80257,94,There is no force more powerful than the will to live.,English,"['France', 'UK', 'USA']",['Danny Boyle'],"['James Franco', 'Amber Tamblyn', 'Kate Mara', 'Clémence Poésy', 'Kate Burton']"
44189,Bolt,2008,3.1,790689,90096,98,Fully Awesome. Ridonculous. Let It Begin.,English,['USA'],"['Chris Williams', 'Byron Howard']","['John Travolta', 'Susie Essman', 'Mark Walton', 'Malcolm McDowell', 'Miley Cyrus']"
46459,Shrek Forever After,2010,2.9,737919,76009,93,It ain’t Ogre… Til it’s Ogre,English,['USA'],['Mike Mitchell'],"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Walt Dohrn']"
155900,Coherence,2013,3.8,253227,75151,89,Nothing is random.,English,"['UK', 'USA']",['James Ward Byrkit'],"['Emily Baldoni', 'Maury Sterling', 'Nicholas Brendon', 'Lorene Scafaria', 'Elizabeth Gracen']"
41012,Moon,2009,3.9,356823,95588,97,The last place you’d ever expect to find yourself.,English,"['UK', 'USA']",['Duncan Jones'],"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Rosie Shaw', 'Adrienne Shaw']"
46986,The Fast and the Furious: Tokyo Drift,2006,3.1,527993,95172,104,"On the streets of Tokyo, speed needs no translation…",English,"['Germany', 'USA']",['Justin Lin'],"['Lucas Black', 'Nathalie Kelley', 'Sung Kang', 'Shad Moss', 'Brian Tee']"
46117,Shark Tale,2004,2.8,751986,82823,90,Behind every little fish is a great white lie.,English,['USA'],"['Vicky Jenson', 'Bibo Bergeron']","['Will Smith', 'Robert De Niro', 'Renée Zellweger', 'Jack Black', 'Angelina Jolie']"
263222,Lion,2016,3.9,413098,96630,118,The search begins,English,"['Australia', 'UK', 'USA']",['Garth Davis'],"['Dev Patel', 'Rooney Mara', 'David Wenham', 'Nicole Kidman', 'Abhishek Bharate']"
151309,Chef,2014,3.7,406499,107284,114,Starting from scratch never tasted so good.,English,['USA'],['Jon Favreau'],"['Jon Favreau', 'John Leguizamo', 'Bobby Cannavale', 'Emjay Anthony', 'Scarlett Johansson']"
519052,The Tragedy of Macbeth,2021,3.8,192154,54339,105,,English,['USA'],['Joel Coen'],"['Denzel Washington', 'Frances McDormand', 'Alex Hassell', 'Bertie Carvel', 'Brendan Gleeson']"
46778,The Prince of Egypt,1998,4.0,505082,122119,99,The Power Is Real.,English,['USA'],"['Simon Wells', 'Steve Hickner']","['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock', 'Jeff Goldblum']"
686510,See How They Run,2022,3.2,268573,55888,99,The greatest murder ever staged.,English,"['UK', 'USA']",['Tom George'],"['Sam Rockwell', 'Saoirse Ronan', 'Adrien Brody', 'Ruth Wilson', 'Reece Shearsmith']"
415208,A Simple Favor,2018,3.2,409863,75261,117,Can you keep a secret?,English,"['Canada', 'USA']",['Paul Feig'],"['Anna Kendrick', 'Blake Lively', 'Henry Golding', 'Rupert Friend', 'Linda Cardellini']"
87962,Evil Dead,2013,3.4,355230,88491,91,The most terrifying film you will ever experience.,English,['USA'],['Fede Álvarez'],"['Jane Levy', 'Shiloh Fernandez', 'Lou Taylor Pucci', 'Jessica Lucas', 'Elizabeth Blackmore']"
671814,The Falcon and the Winter Soldier,2021,3.1,491241,99244,330,Honor the shield.,English,['USA'],['Kari Skogland'],"['Anthony Mackie', 'Sebastian Stan', 'Wyatt Russell', 'Erin Kellyman', 'Daniel Brühl']"
579023,Spree,2020,3.1,287728,76496,93,Boom in his numbers.,English,['USA'],['Eugene Kotlyarenko'],"['Joe Keery', 'Sasheer Zamata', 'David Arquette', 'Joshua Ovalle', 'A.J. Del Cueto']"
52504,Silence,2016,4.0,240979,66477,161,Pray with your eyes open,English,"['Mexico', 'Taiwan', 'USA']",['Martin Scorsese'],"['Andrew Garfield', 'Adam Driver', 'Liam Neeson', 'Tadanobu Asano', 'Ciarán Hinds']"
51553,The Ring,2002,3.3,524214,84567,115,"Before you die, you see",English,['USA'],['Gore Verbinski'],"['Naomi Watts', 'Martin Henderson', 'David Dorfman', 'Brian Cox', 'Jane Alexander']"
125830,Inherent Vice,2014,3.6,253304,61837,149,"Under the paving stones, the beach!",English,['USA'],['Paul Thomas Anderson'],"['Joaquin Phoenix', 'Josh Brolin', 'Owen Wilson', 'Katherine Waterston', 'Reese Witherspoon']"
51981,Brazil,1985,4.1,266406,83552,143,It’s only a state of mind.,English,"['UK', 'USA']",['Terry Gilliam'],"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond', 'Ian Holm', 'Bob Hoskins']"
50349,Space Jam,1996,3.2,664914,109781,88,Get ready to jam.,English,['USA'],['Joe Pytka'],"['Michael Jordan', 'Wayne Knight', 'Theresa Randle', 'Manner Washington', 'Eric Gordon']"
48106,Cloverfield,2008,3.4,480700,91929,85,Some Thing Has Found Us,English,['USA'],['Matt Reeves'],"['Lizzy Caplan', 'Jessica Lucas', 'T.J. Miller', 'Michael Stahl-David', 'Mike Vogel']"
51739,Insomnia,2002,3.5,305167,57810,118,A tough cop. A brilliant killer. An unspeakable crime.,English,"['USA', 'Canada']",['Christopher Nolan'],"['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Martin Donovan', 'Nicky Katt']"
44042,Gran Torino,2008,3.8,487043,107195,116,Ever come across somebody you shouldn’t have messed with?,English,"['USA', 'Germany']",['Clint Eastwood'],"['Clint Eastwood', 'Christopher Carley', 'Bee Vang', 'Ahney Her', 'Brian Haley']"
51512,Poltergeist,1982,3.5,428563,87516,114,They’re here,English,['USA'],['Tobe Hooper'],"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight', 'Dominique Dunne', 'Oliver Robins']"
123067,How to Train Your Dragon: The Hidden World,2019,3.7,495873,104621,104,The friendship of a lifetime,English,['USA'],['Dean DeBlois'],"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett', 'Gerard Butler']"
268192,Hell or High Water,2016,3.9,351682,95981,102,Blood always follows money.,English,['USA'],['David Mackenzie'],"['Jeff Bridges', 'Chris Pine', 'Ben Foster', 'Gil Birmingham', 'Marin Ireland']"
50954,Rope,1948,4.1,273718,88901,81,The guest who’s dead on time.,English,['USA'],['Alfred Hitchcock'],"['John Dall', 'Farley Granger', 'James Stewart', 'Joan Chandler', 'Douglas Dick']"
341440,Wonder,2017,3.5,526146,98813,113,Are you ready to meet Auggie Pullman?,English,['USA'],['Stephen Chbosky'],"['Jacob Tremblay', 'Julia Roberts', 'Owen Wilson', 'Izabela Vidovic', 'Noah Jupe']"
51865,Sin City,2005,3.7,458067,95404,124,Walk down the right back alley in Sin City and you can find anything…,English,['USA'],"['Robert Rodriguez', 'Frank Miller']","['Bruce Willis', 'Jessica Alba', 'Clive Owen', 'Mickey Rourke', 'Rutger Hauer']"
150541,Minions,2015,2.8,699250,70333,91,"Before Gru, they had a history of bad bosses",English,['USA'],"['Kyle Balda', 'Pierre Coffin']","['Sandra Bullock', 'Jon Hamm', 'Michael Keaton', 'Allison Janney', 'Steve Coogan']"
441862,Jumanji: The Next Level,2019,2.9,557355,71109,123,,English,['USA'],['Jake Kasdan'],"['Dwayne Johnson', 'Kevin Hart', 'Jack Black', 'Karen Gillan', 'Awkwafina']"
47798,They Live,1988,3.8,294008,95849,93,You see them on the street. You watch them on TV. You might even vote for one this fall. You think they’re people just like you. You’re wrong. Dead wrong.,English,['USA'],['John Carpenter'],"['Roddy Piper', 'Keith David', 'Meg Foster', 'George Buck Flower', 'Peter Jason']"
20908,True Grit,2010,3.8,421327,92352,110,Punishment Comes One Way or Another.,English,['USA'],"['Joel Coen', 'Ethan Coen']","['Jeff Bridges', 'Hailee Steinfeld', 'Matt Damon', 'Josh Brolin', 'Barry Pepper']"
51190,Irreversible,2002,3.8,266776,65079,94,Time destroys everything.,French,['France'],['Gaspar Noé'],"['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel', 'Jo Prestia', 'Philippe Nahon']"
469971,Hustlers,2019,3.3,390052,73182,110,,English,['USA'],['Lorene Scafaria'],"['Constance Wu', 'Jennifer Lopez', 'Julia Stiles', 'Keke Palmer', 'Lili Reinhart']"
518789,Fear Street: 1666,2021,3.3,371675,89698,114,End the curse.,English,['USA'],['Leigh Janiak'],"['Kiana Madeira', 'Ashley Zukerman', 'Gillian Jacobs', 'Olivia Scott Welch', 'Benjamin Flores Jr.']"
50225,The Bourne Identity,2002,3.7,552582,102508,119,He was the perfect weapon until he became the target.,English,"['USA', 'Germany', 'Czechia']",['Doug Liman'],"['Matt Damon', 'Franka Potente', 'Chris Cooper', 'Clive Owen', 'Brian Cox']"
51204,Mission: Impossible III,2006,3.4,465337,79738,126,The Mission Begins 05:05:06.,English,['USA'],['J.J. Abrams'],"['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup', 'Michelle Monaghan']"
15145,Friends with Benefits,2011,2.9,611937,72107,109,,English,['USA'],['Will Gluck'],"['Justin Timberlake', 'Mila Kunis', 'Jenna Elfman', 'Patricia Clarkson', 'Woody Harrelson']"
47133,Buffalo ’66,1998,3.9,217241,82974,110,Billy Brown just got out of jail. Now he’s going to serve some real time. He’s going home.,English,"['USA', 'Canada']",['Vincent Gallo'],"['Vincent Gallo', 'Christina Ricci', 'Ben Gazzara', 'Anjelica Huston', 'Rosanna Arquette']"
606880,Where the Crawdads Sing,2022,3.2,289538,60136,126,Secrets are buried just beneath the surface.,English,['USA'],['Olivia Newman'],"['Daisy Edgar-Jones', 'Taylor John Smith', 'Harris Dickinson', 'Michael Hyatt', 'Sterling Macer Jr.']"
235480,Me and Earl and the Dying Girl,2015,3.8,323643,93018,105,A Little Friendship Never Killed Anyone.,English,['USA'],['Alfonso Gomez-Rejon'],"['Olivia Cooke', 'Thomas Mann', 'RJ Cyler', 'Connie Britton', 'Nick Offerman']"
45628,Audition,1999,3.8,220463,65118,115,She always gets a part,Japanese,['Japan'],['Takashi Miike'],"['Ryo Ishibashi', 'Eihi Shiina', 'Jun Kunimura', 'Tetsu Sawaki', 'Renji Ishibashi']"
51570,Rashomon,1950,4.2,265345,81497,88,"The husband, the wife… or the bandit?",Japanese,['Japan'],['Akira Kurosawa'],"['Toshirō Mifune', 'Machiko Kyō', 'Takashi Shimura', 'Masayuki Mori', 'Minoru Chiaki']"
45017,The Deer Hunter,1978,4.2,264372,73349,183,,English,"['UK', 'USA']",['Michael Cimino'],"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage', 'Meryl Streep']"
228594,Blonde,2022,2.1,266332,24155,167,"Watched by all, seen by none.",English,['USA'],['Andrew Dominik'],"['Ana de Armas', 'Adrien Brody', 'Bobby Cannavale', 'Sara Paxton', 'Lucy DeVito']"
51125,The Host,2006,3.8,309254,78923,120,Monsters are real.,Korean,"['Japan', 'South Korea']",['Bong Joon-ho'],"['Song Kang-ho', 'Byun Hee-bong', 'Park Hae-il', 'Bae Doona', 'Go A-sung']"
537228,Halloween Kills,2021,2.4,337812,51036,105,Evil dies tonight.,English,"['USA', 'UK']",['David Gordon Green'],"['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak', 'James Jude Courtney', 'Nick Castle']"
541425,Mank,2020,3.3,250579,44069,132,,English,['USA'],['David Fincher'],"['Gary Oldman', 'Amanda Seyfried', 'Lily Collins', 'Arliss Howard', 'Tom Pelphrey']"
48602,The Mist,2007,3.4,396236,79851,126,"Belief divides them, mystery surrounds them, but fear changes everything.",English,['USA'],['Frank Darabont'],"['Thomas Jane', 'Laurie Holden', 'Toby Jones', 'Marcia Gay Harden', 'Andre Braugher']"
309555,The Love Witch,2016,3.5,197792,70072,121,She loved men… to death,English,['USA'],['Anna Biller'],"['Samantha Robinson', 'Gian Keys', 'Laura Waddell', 'Jeffrey Vincent Parise', 'Jared Sanford']"
683451,Damsel,2024,2.5,279764,44874,110,This is not a fairytale.,English,['USA'],['Juan Carlos Fresnadillo'],"['Millie Bobby Brown', 'Ray Winstone', 'Angela Bassett', 'Brooke Carter', 'Nick Robinson']"
