Id,Title,Year,Rating,Views,Likes,Minutes,Tagline,Language,Countries,Directors,Cast
47803,[REC],2007,3.7,343770,85980,78,One witness. One camera,Spanish,['Spain'],"['Jaume Balagueró', 'Paco Plaza']","['Manuela Velasco', 'Ferrán Terraza', 'Martha Carbonell', 'David Vert', 'Carlos Lasarte']"
359349,Ghostbusters: Afterlife,2021,3.0,335489,68828,124,Uncover the past. Protect the future.,English,"['Canada', 'USA']",['Jason Reitman'],"['Mckenna Grace', 'Finn Wolfhard', 'Carrie Coon', 'Bokeem Woodbine', 'Paul Rudd']"
50904,Speed,1994,3.7,456594,97806,116,Get ready for rush hour,English,['USA'],['Jan de Bont'],"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Jeff Daniels', 'Joe Morton']"
49595,Ikiru,1952,4.5,140443,57936,143,A big story of a little man which will grip your soul …,Japanese,['Japan'],['Akira Kurosawa'],"['Takashi Shimura', 'Haruo Tanaka', 'Nobuo Kaneko', 'Bokuzen Hidari', 'Miki Odagiri']"
50158,Sleepy Hollow,1999,3.5,452506,92100,105,Heads will roll,English,"['Germany', 'USA']",['Tim Burton'],"['Johnny Depp', 'Christina Ricci', 'Miranda Richardson', 'Michael Gambon', 'Casper Van Dien']"
51707,Raising Arizona,1987,3.9,308324,92088,94,Their lawless years are behind them. Their child-rearing years lay ahead…,English,['USA'],['Joel Coen'],"['Nicolas Cage', 'Holly Hunter', 'Trey Wilson', 'John Goodman', 'William Forsythe']"
50718,The Karate Kid,1984,3.7,572658,115718,126,Only the ‘Old One’ could teach him the secrets of the masters.,English,['USA'],['John G. Avildsen'],"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'William Zabka', 'Martin Kove']"
333832,Alita: Battle Angel,2019,3.2,409654,80425,122,An angel falls. A warrior rises.,English,['USA'],['Robert Rodriguez'],"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein']"
306491,Paterson,2016,3.9,241966,76132,118,"If you ever left me, I’d tear my heart out and never put it back",English,"['France', 'Germany', 'USA']",['Jim Jarmusch'],"['Adam Driver', 'Golshifteh Farahani', 'Nellie', 'Rizwan Manji', 'Dominic Liriano']"
27713,X-Men: The Last Stand,2006,2.6,631590,56880,104,Take a Stand,English,['USA'],['Brett Ratner'],"['Patrick Stewart', 'Ian McKellen', 'Hugh Jackman', 'Famke Janssen', 'Halle Berry']"
50544,X-Men Origins: Wolverine,2009,2.4,633769,55450,107,Witness the Origin.,English,['USA'],['Gavin Hood'],"['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Lynn Collins', 'Kevin Durand']"
51312,Close Encounters of the Third Kind,1977,3.8,332596,80028,135,We are not alone,English,['USA'],['Steven Spielberg'],"['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon', 'Bob Balaban']"
14093,The Secret World of Arrietty,2010,3.8,372515,104916,94,Do not be seen by humans. That’s been the law of children of the underfloor.,Japanese,"['France', 'Japan', 'USA']",['Hiromasa Yonebayashi'],"['Mirai Shida', 'Ryunosuke Kamiki', 'Tomokazu Miura', 'Keiko Takeshita', 'Kirin Kiki']"
441858,Red Notice,2021,2.4,444933,51093,118,Pro and cons.,English,['USA'],['Rawson Marshall Thurber'],"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya', 'Chris Diamantopoulos']"
371842,The Nun,2018,2.1,457971,41566,96,Pray For Forgiveness,English,['USA'],['Corin Hardy'],"['Taissa Farmiga', 'Demián Bichir', 'Bonnie Aarons', 'Jonas Bloquet', 'Ingrid Bisu']"
79893,The Bling Ring,2013,2.9,359617,55949,90,"Living the Dream, One Heist at a Time",English,['USA'],['Sofia Coppola'],"['Katie Chang', 'Emma Watson', 'Taissa Farmiga', 'Claire Julien', 'Israel Broussard']"
696630,Belfast,2021,3.5,246133,53669,98,Our memories make us.,English,['UK'],['Kenneth Branagh'],"['Jude Hill', 'Lewis McAskie', 'Caitríona Balfe', 'Jamie Dornan', 'Judi Dench']"
51157,Point Break,1991,3.7,331995,88225,122,100% Pure Adrenaline!,English,"['Japan', 'USA']",['Kathryn Bigelow'],"['Keanu Reeves', 'Patrick Swayze', 'Lori Petty', 'Gary Busey', 'John C. McGinley']"
895007,Lisa Frankenstein,2024,3.4,180276,72926,102,If you can’t meet your perfect boyfriend…make him.,English,['USA'],['Zelda Williams'],"['Kathryn Newton', 'Cole Sprouse', 'Liza Soberano', 'Henry Eikenberry', 'Joe Chrest']"
51205,Mission: Impossible II,2000,2.6,456264,51249,123,Expect the impossible again.,English,['USA'],['John Woo'],"['Tom Cruise', 'Dougray Scott', 'Thandiwe Newton', 'Ving Rhames', 'Richard Roxburgh']"
807762,All Too Well: The Short Film,2021,4.2,384714,137959,15,,English,['USA'],['Taylor Swift'],"['Sadie Sink', ""Dylan O'Brien"", 'Taylor Swift', 'Jake Lyon', 'Shawn Levy']"
45108,Ran,1985,4.5,178573,67241,160,The Greatest Shakespeare Film,Japanese,"['Japan', 'France']",['Akira Kurosawa'],"['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryū', 'Mieko Harada']"
51815,Natural Born Killers,1994,3.6,307874,74519,118,The media made them superstars,English,['USA'],['Oliver Stone'],"['Woody Harrelson', 'Juliette Lewis', 'Robert Downey Jr.', 'Tommy Lee Jones', 'Tom Sizemore']"
51749,Bruce Almighty,2003,3.2,679551,87760,101,In Bruce we trust,English,['USA'],['Tom Shadyac'],"['Jim Carrey', 'Morgan Freeman', 'Jennifer Aniston', 'Philip Baker Hall', 'Catherine Bell']"
48930,Bicycle Thieves,1948,4.3,266940,83039,89,The Prize Picture They Want to Censor!,Italian,['Italy'],['Vittorio De Sica'],"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri', 'Gino Saltamerenda']"
965346,Thanksgiving,2023,3.0,231885,58133,106,There will be no leftovers.,English,['USA'],['Eli Roth'],"['Patrick Dempsey', 'Nell Verlaque', 'Addison Rae', 'Ty Olsson', 'Gina Gershon']"
41662,The Wicker Man,1973,4.0,243260,76136,88,Flesh to touch…Flesh to burn! Don’t keep the Wicker Man waiting!,English,['UK'],['Robin Hardy'],"['Edward Woodward', 'Christopher Lee', 'Britt Ekland', 'Ingrid Pitt', 'Diane Cilento']"
51727,Once Upon a Time in the West,1968,4.4,251071,81189,166,"The father of the spaghetti western returns again, with his most masterful work yet!",English,"['Italy', 'USA']",['Sergio Leone'],"['Claudia Cardinale', 'Henry Fonda', 'Jason Robards', 'Charles Bronson', 'Gabriele Ferzetti']"
51942,Three Colours: Blue,1993,4.2,241439,76944,98,,French,"['France', 'Poland', 'Switzerland']",['Krzysztof Kieślowski'],"['Juliette Binoche', 'Benoît Régent', 'Florence Pernel', 'Charlotte Véry', 'Hélène Vincent']"
51519,Independence Day,1996,3.3,556509,87903,145,Earth. Take a good look. It might be your last.,English,['USA'],['Roland Emmerich'],"['Will Smith', 'Bill Pullman', 'Jeff Goldblum', 'Mary McDonnell', 'Judd Hirsch']"
51350,Lolita,1962,3.5,270396,47955,154,How did they ever make a movie of …,English,"['UK', 'USA']",['Stanley Kubrick'],"['James Mason', 'Shelley Winters', 'Sue Lyon', 'Gary Cockrell', 'Jerry Stovin']"
51064,Mirror,1975,4.3,172711,63276,107,,Russian,['USSR'],['Andrei Tarkovsky'],"['Margarita Terekhova', 'Ignat Daniltsev', 'Larisa Tarkovskaya', 'Alla Demidova', 'Anatoliy Solonitsyn']"
107197,Kung Fu Panda 3,2016,3.3,540140,81468,95,Grab destiny by the rice dumplings.,English,"['China', 'USA']","['Jennifer Yuh Nelson', 'Alessandro Carloni']","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons']"
589317,Amsterdam,2022,2.5,251133,31986,134,"Let the love, murder and conspiracy begin.",English,['USA'],['David O. Russell'],"['Christian Bale', 'Margot Robbie', 'John David Washington', 'Alessandro Nivola', 'Andrea Riseborough']"
28195,Cure,1997,4.2,154721,60950,111,Madness. Terror. Murder.,Japanese,['Japan'],['Kiyoshi Kurosawa'],"['Koji Yakusho', 'Masato Hagiwara', 'Tsuyoshi Ujiki', 'Anna Nakagawa', 'Yukijiro Hotaru']"
43713,High School Musical 2,2007,3.2,653134,93573,108,They’re facing their biggest challenge yet…summer jobs,English,['USA'],['Kenny Ortega'],"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel', 'Corbin Bleu']"
895130,Skinamarink,2022,2.9,180098,45099,100,In this house…,English,['Canada'],['Kyle Edward Ball'],"['Lucas Paul', 'Dali Rose Tetreault', 'Ross Paul', 'Jaime Hill', 'Kyle Edward Ball']"
50517,Rush Hour,1998,3.5,495918,100276,98,The Fastest Hands in the East Meet the Biggest Mouth in the West.,English,['USA'],['Brett Ratner'],"['Jackie Chan', 'Chris Tucker', 'Tom Wilkinson', 'Philip Baker Hall', 'Elizabeth Peña']"
51364,Mrs. Doubtfire,1993,3.6,607758,112808,125,She makes dinner. She does windows. She reads bedtime stories. She’s a blessing… in disguise.,English,['USA'],['Chris Columbus'],"['Robin Williams', 'Sally Field', 'Lisa Jakub', 'Matthew Lawrence', 'Mara Wilson']"
14015,One Day,2011,3.4,337948,83233,107,Twenty years. Two people.,English,"['UK', 'USA']",['Lone Scherfig'],"['Anne Hathaway', 'Jim Sturgess', 'Tom Mison', 'Jodie Whittaker', 'Rafe Spall']"
498044,Black Mirror: Bandersnatch,2018,3.2,524120,84948,90,Be right back,English,"['UK', 'USA']",['David Slade'],"['Fionn Whitehead', 'Craig Parkinson', 'Alice Lowe', 'Asim Chaudhry', 'Will Poulter']"
50936,Cape Fear,1991,3.7,304851,71768,128,There is nothing in the dark that isn’t there in the light. Except fear.,English,['USA'],['Martin Scorsese'],"['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis', 'Joe Don Baker']"
503890,Saint Maud,2019,3.5,211260,55427,85,Your Savior is Coming,English,['UK'],['Rose Glass'],"['Morfydd Clark', 'Jennifer Ehle', 'Lily Frazer', 'Lily Knight', 'Rosie Sansom']"
673474,The Lost City,2022,2.8,337154,51878,112,The adventure is real. The heroes are not.,English,['USA'],"['Adam Nee', 'Aaron Nee']","['Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe', ""Da'Vine Joy Randolph"", 'Brad Pitt']"
264336,Sing,2016,3.0,586882,75432,108,Auditions begin 2016.,English,"['Japan', 'USA']",['Garth Jennings'],"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane', 'Scarlett Johansson', 'John C. Reilly']"
301552,Ferrari,2023,3.2,195341,40702,131,,English,"['UK', 'USA']",['Michael Mann'],"['Adam Driver', 'Penélope Cruz', 'Shailene Woodley', 'Patrick Dempsey', ""Jack O'Connell""]"
46142,Pocahontas,1995,3.2,738330,79670,81,An American legend comes to life.,English,['USA'],"['Mike Gabriel', 'Eric Goldberg']","['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Christian Bale']"
51397,From Dusk Till Dawn,1996,3.5,380689,89929,108,One night is all that stands between them and freedom. But it’s going to be a hell of a night.,English,['USA'],['Robert Rodriguez'],"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu']"
51611,Cléo from 5 to 7,1962,4.2,205551,76642,90,,French,"['France', 'Italy']",['Agnès Varda'],"['Corinne Marchand', 'Dominique Davray', 'Antoine Bourseiller', 'Dorothée Blanck', 'José Luis de Vilallonga']"
15827,I Saw the Devil,2010,4.0,224756,70594,144,Abandon all compassion.,Korean,['South Korea'],['Kim Jee-woon'],"['Lee Byung-hun', 'Choi Min-sik', 'Jeon Kuk-hwan', 'Cheon Ho-jin', 'Oh San-ha']"
180087,"As Above, So Below",2014,3.2,319662,74780,93,The only way out is down.,English,"['France', 'USA']",['John Erick Dowdle'],"['Perdita Weeks', 'Ben Feldman', 'Edwin Hodge', 'François Civil', 'Marion Lambert']"
482701,The Haunting of Hill House,2018,4.3,382705,141850,575,You’re expected,English,['USA'],['Mike Flanagan'],"['Michiel Huisman', 'Elizabeth Reaser', 'Kate Siegel', 'Oliver Jackson-Cohen', 'Victoria Pedretti']"
407855,The King’s Man,2021,2.8,337661,48640,131,Witness the bloody origin.,English,"['UK', 'USA']",['Matthew Vaughn'],"['Ralph Fiennes', 'Gemma Arterton', 'Rhys Ifans', 'Matthew Goode', 'Tom Hollander']"
50987,The Lost Boys,1987,3.6,303815,95534,97,Sleep all day. Party all night. Never grow old. Never die. It’s fun to be a vampire.,English,['USA'],['Joel Schumacher'],"['Jason Patric', 'Corey Haim', 'Dianne Wiest', 'Barnard Hughes', 'Edward Herrmann']"
362365,Vice,2018,3.4,321959,59128,132,The Untold True Story That Changed The Course Of History,English,['USA'],['Adam McKay'],"['Christian Bale', 'Amy Adams', 'Steve Carell', 'Sam Rockwell', 'Alison Pill']"
51480,A.I. Artificial Intelligence,2001,3.6,379535,71425,146,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",English,['USA'],['Steven Spielberg'],"['Haley Joel Osment', 'Jude Law', ""Frances O'Connor"", 'Sam Robards', 'Jake Thomas']"
911187,Kung Fu Panda 4,2024,2.7,231876,41816,94,,English,['USA'],['Mike Mitchell'],"['Jack Black', 'Awkwafina', 'Viola Davis', 'Dustin Hoffman', 'Bryan Cranston']"
48234,Lars and the Real Girl,2007,3.8,264672,76007,106,The search for true love begins outside the box.,English,['USA'],['Craig Gillespie'],"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider', 'R.D. Reid', 'Kelli Garner']"
50521,American Pie,1999,3.1,558722,69969,95,There’s nothing like your first piece.,English,['USA'],['Paul Weitz'],"['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas', 'Alyson Hannigan', 'Shannon Elizabeth']"
276291,The Meg,2018,2.3,428614,46041,113,Chomp On This,English,"['China', 'USA']",['Jon Turteltaub'],"['Jason Statham', 'Li Bingbing', 'Rainn Wilson', 'Cliff Curtis', 'Ruby Rose']"
99144,Alien: Covenant,2017,3.0,403942,62099,122,The path to paradise begins in hell,English,"['UK', 'USA']",['Ridley Scott'],"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir']"
51386,Army of Darkness,1992,3.7,298295,99909,81,Trapped in time. Surrounded by evil. Low on gas.,English,['USA'],['Sam Raimi'],"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove']"
51530,The Da Vinci Code,2006,3.1,540485,63135,149,Seek the truth,English,['USA'],['Ron Howard'],"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Jean Reno', 'Paul Bettany']"
49259,Panic Room,2002,3.5,394654,67124,111,,English,['USA'],['David Fincher'],"['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker', 'Dwight Yoakam', 'Jared Leto']"
46706,Robots,2005,3.2,641777,91546,91,The Biggest Comedy Ever Assembled!,English,['USA'],['Chris Wedge'],"['Ewan McGregor', 'Robin Williams', 'Halle Berry', 'Amanda Bynes', 'Mel Brooks']"
666269,White Noise,2022,3.0,217580,36728,136,You can’t hear it if it’s everywhere.,English,"['UK', 'USA']",['Noah Baumbach'],"['Adam Driver', 'Greta Gerwig', 'Don Cheadle', 'Raffey Cassidy', 'Sam Nivola']"
51311,Dune,1984,2.8,278143,48646,137,"A world beyond your experience, beyond your imagination.",English,['USA'],['David Lynch'],"['Kyle MacLachlan', 'Francesca Annis', 'Patrick Stewart', 'Linda Hunt', 'José Ferrer']"
46942,Mad Max,1979,3.3,331775,66100,91,The Maximum Force Of The Future,English,['Australia'],['George Miller'],"['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne', 'Steve Bisley', 'Tim Burns']"
45918,Quantum of Solace,2008,2.8,506798,52184,106,"For love, for hate, for justice, for revenge.",English,"['UK', 'USA']",['Marc Forster'],"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric', 'Judi Dench', 'Giancarlo Giannini']"
51802,King Kong,2005,3.3,581206,92876,187,The eighth wonder of the world.,English,"['New Zealand', 'USA', 'Germany']",['Peter Jackson'],"['Naomi Watts', 'Jack Black', 'Adrien Brody', 'Andy Serkis', 'Colin Hanks']"
51348,Roman Holiday,1953,4.1,245405,81137,119,Romance in romantic Rome!,English,['USA'],['William Wyler'],"['Audrey Hepburn', 'Gregory Peck', 'Eddie Albert', 'Hartley Power', 'Harcourt Williams']"
60027,The Lorax,2012,3.1,568921,78862,86,Meet the original force of nature.,English,"['Japan', 'USA']",['Chris Renaud'],"['Danny DeVito', 'Ed Helms', 'Zac Efron', 'Rob Riggle', 'Taylor Swift']"
390139,Vivarium,2019,2.8,277511,43257,97,You’re home. Forever.,English,"['Belgium', 'Denmark', 'Ireland']",['Lorcan Finnegan'],"['Imogen Poots', 'Jesse Eisenberg', 'Jonathan Aris', 'Senan Jennings', 'Éanna Hardwicke']"
184062,Cars 3,2017,3.0,519247,62891,102,It’s not over until lightning strikes.,English,['USA'],['Brian Fee'],"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Nathan Fillion', 'Armie Hammer']"
112956,The Tale of the Princess Kaguya,2013,4.2,233141,84521,137,A princess’s crime and punishment,Japanese,['Japan'],['Isao Takahata'],"['Aki Asakura', 'Takeo Chii', 'Nobuko Miyamoto', 'Kengo Kora', 'Atsuko Takahata']"
247385,Dark Phoenix,2019,2.1,422184,32718,114,The phoenix will rise,English,['USA'],['Simon Kinberg'],"['Sophie Turner', 'James McAvoy', 'Nicholas Hoult', 'Tye Sheridan', 'Michael Fassbender']"
51360,Platoon,1986,4.0,313259,71138,120,The first casualty of war is innocence.,English,"['UK', 'USA']",['Oliver Stone'],"['Charlie Sheen', 'Willem Dafoe', 'Tom Berenger', 'Kevin Dillon', 'Forest Whitaker']"
543596,Halloween Ends,2022,2.1,270149,34996,111,"This Halloween, their saga ends.",English,['USA'],['David Gordon Green'],"['Jamie Lee Curtis', 'Andi Matichak', 'Rohan Campbell', 'Will Patton', 'James Jude Courtney']"
51377,A Trip to the Moon,1902,4.0,378591,82473,15,,No spoken language,['France'],['Georges Méliès'],"['Georges Méliès', 'Bleuette Bernon', 'François Lallement', 'Henri Delannoy', 'Victor André']"
411439,Creed II,2018,3.5,356158,80929,130,There’s More to Lose than a Title,English,['USA'],['Steven Caple Jr.'],"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Wood Harris', 'Russell Hornsby']"
51536,2 Fast 2 Furious,2003,2.9,478990,73908,108,How Fast Do You Want It?,English,"['Germany', 'USA']",['John Singleton'],"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes', 'Cole Hauser', 'Ludacris']"
178282,Pitch Perfect 2,2015,2.9,566043,72864,115,We’re back pitches,English,['USA'],['Elizabeth Banks'],"['Anna Kendrick', 'Brittany Snow', 'Hailee Steinfeld', 'Rebel Wilson', 'Ester Dean']"
666396,When Evil Lurks,2023,3.6,190559,60579,99,There’s no point in praying.,Spanish,"['Argentina', 'USA']",['Demián Rugna'],"['Ezequiel Rodríguez', 'Demián Salomón', 'Silvina Sabater', 'Virginia Garófalo', 'Emilio Vodanovich']"
40988,The Room,2003,2.6,342869,83776,99,Can you ever really trust anyone?,English,['USA'],['Tommy Wiseau'],"['Tommy Wiseau', 'Juliette Danielle', 'Greg Sestero', 'Philip Haldiman', 'Carolyn Minnott']"
235388,War Dogs,2016,3.4,394816,74829,114,An American dream,English,['USA'],['Todd Phillips'],"['Miles Teller', 'Jonah Hill', 'Ana de Armas', 'Bradley Cooper', 'Kevin Pollak']"
420467,Searching,2018,3.7,319454,78393,102,No one is lost without a trace,English,"['USA', 'Mexico']",['Aneesh Chaganty'],"['John Cho', 'Michelle La', 'Debra Messing', 'Joseph Lee', 'Sara Sohn']"
19122,Rio,2011,3.3,639677,82788,96,1 out of every 8 Americans is afraid of flying. Most of them don’t have feathers.,English,['USA'],['Carlos Saldanha'],"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jane Lynch', 'Will.i.am']"
51338,An American Werewolf in London,1981,3.8,270964,84330,97,Beware the Moon.,English,"['UK', 'USA']",['John Landis'],"['David Naughton', 'Jenny Agutter', 'Griffin Dunne', 'John Woodvine', 'Don McKillop']"
319550,Set It Up,2018,3.3,339332,77612,105,Finding love takes some assistants.,English,['USA'],['Claire Scanlon'],"['Zoey Deutch', 'Glen Powell', 'Taye Diggs', 'Lucy Liu', 'Joan Smalls']"
713178,The Fallout,2021,3.5,240480,66567,96,Nothing will ever be the same.,English,['USA'],['Megan Park'],"['Jenna Ortega', 'Maddie Ziegler', 'Niles Fitch', 'Will Ropp', 'Lumi Pollack']"
330220,Wind River,2017,3.8,308221,79458,107,Nothing is harder to track than the truth.,English,"['France', 'UK', 'USA']",['Taylor Sheridan'],"['Jeremy Renner', 'Elizabeth Olsen', 'Gil Birmingham', 'Graham Greene', 'Jon Bernthal']"
51291,Total Recall,1990,3.8,365604,91458,113,"They stole his mind, now he wants it back.",English,"['USA', 'Mexico']",['Paul Verhoeven'],"['Arnold Schwarzenegger', 'Rachel Ticotin', 'Sharon Stone', 'Ronny Cox', 'Michael Ironside']"
772230,I Saw the TV Glow,2024,3.7,101349,41503,100,Look a little closer.,English,['USA'],['Jane Schoenbrun'],"['Justice Smith', 'Brigette Lundy-Paine', 'Ian Foreman', 'Helena Howard', 'Lindsey Jordan']"
50991,Office Space,1999,3.7,364390,97788,90,Work sucks.,English,['USA'],['Mike Judge'],"['Ron Livingston', 'Jennifer Aniston', 'David Herman', 'Ajay Naidu', 'Diedrich Bader']"
240068,Kubo and the Two Strings,2016,3.9,355216,102958,102,The quest begins,English,['USA'],['Travis Knight'],"['Art Parkinson', 'Charlize Theron', 'Brenda Vaccaro', 'Cary-Hiroyuki Tagawa', 'Meyrick Murphy']"
707114,Lamb,2021,3.1,201765,39994,106,Mother. Nature.,Icelandic,"['Iceland', 'Poland', 'Sweden']",['Valdimar Jóhannsson'],"['Noomi Rapace', 'Hilmir Snær Guðnason', 'Björn Hlynur Haraldsson', 'Ingvar E. Sigurðsson', 'Ester Bibi']"
394965,The Peanut Butter Falcon,2019,3.8,258275,80372,97,,English,['USA'],"['Tyler Nilson', 'Michael Schwartz']","['Shia LaBeouf', 'Zack Gottsagen', 'Dakota Johnson', 'Thomas Haden Church', 'John Hawkes']"
47942,The Lovely Bones,2009,3.3,406232,70926,136,The story of a life and everything that came after…,English,"['UK', 'New Zealand', 'USA']",['Peter Jackson'],"['Saoirse Ronan', 'Mark Wahlberg', 'Rachel Weisz', 'Susan Sarandon', 'Stanley Tucci']"
46658,Chicken Little,2005,2.7,692958,67647,81,"When it comes to saving the world, it helps to be a little chicken.",English,['USA'],['Mark Dindal'],"['Zach Braff', 'Garry Marshall', 'Don Knotts', 'Amy Sedaris', 'Steve Zahn']"
51006,Miss Congeniality,2000,3.3,507118,87534,111,Never Mess With An Agent In A Dress.,English,['USA'],['Donald Petrie'],"['Sandra Bullock', 'Benjamin Bratt', 'Michael Caine', 'Candice Bergen', 'William Shatner']"
763160,Argylle,2024,2.3,198802,29430,139,"The greater the spy, the bigger the lie.",English,"['UK', 'USA']",['Matthew Vaughn'],"['Bryce Dallas Howard', 'Sam Rockwell', 'Bryan Cranston', ""Catherine O'Hara"", 'Henry Cavill']"
47648,Taken,2008,3.5,527761,80466,94,They took his daughter.  He’ll take their lives.,English,"['France', 'USA']",['Pierre Morel'],"['Liam Neeson', 'Maggie Grace', 'Leland Orser', 'Famke Janssen', 'Jon Gries']"
693890,The Guardians of the Galaxy Holiday Special,2022,3.3,317055,75948,45,The perfect present is a galaxy away.,English,['USA'],['James Gunn'],"['Chris Pratt', 'Dave Bautista', 'Karen Gillan', 'Pom Klementieff', 'Vin Diesel']"
16082,In Time,2011,,,,109,Time Is Power,English,['USA'],['Andrew Niccol'],"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde', 'Alex Pettyfer']"
861250,Drive-Away Dolls,2024,2.9,157363,36125,84,A story of two ladies going south.,English,"['UK', 'USA']",['Ethan Coen'],"['Margaret Qualley', 'Geraldine Viswanathan', 'Beanie Feldstein', 'Joey Slotnick', 'C.J. Wilson']"
220556,The Wailing,2016,4.0,213560,65597,156,Never be tempted.,Korean,"['South Korea', 'USA']",['Na Hong-jin'],"['Kwak Do-won', 'Hwang Jung-min', 'Chun Woo-hee', 'Jun Kunimura', 'Kim Hwan-hee']"
21801,Love & Other Drugs,2010,3.2,387079,62595,112,Addicted to one-night stands or dependent on one another?,English,['USA'],['Edward Zwick'],"['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Josh Gad']"
688088,Missing,2023,3.5,239304,60963,111,No one disappears without a trace.,English,['USA'],"['Nicholas D. Johnson', 'Will Merrick']","['Storm Reid', 'Joaquim de Almeida', 'Ken Leung', 'Amy Landecker', 'Daniel Henney']"
51662,Mary Poppins,1964,3.9,544825,106977,139,It’s supercalifragilisticexpialidocious!,English,['USA'],['Robert Stevenson'],"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Hermione Baddeley']"
736821,No One Will Save You,2023,3.0,211332,46770,93,A home invasion no one saw coming.,English,['USA'],['Brian Duffield'],"['Kaitlyn Dever', 'Elizabeth Kaluev', 'Zack Duhame', 'Lauren L. Murray', 'Geraldine Singer']"
882718,Gran Turismo,2023,3.3,241564,66555,135,From gamer to racer.,English,['USA'],['Neill Blomkamp'],"['Archie Madekwe', 'David Harbour', 'Orlando Bloom', 'Djimon Hounsou', 'Darren Barnet']"
46633,Brother Bear,2003,3.6,566621,103879,85,Nature Calls,English,['USA'],"['Aaron Blaise', 'Robert Walker']","['Joaquin Phoenix', 'Jeremy Suarez', 'Jason Raize', 'Rick Moranis', 'Dave Thomas']"
378473,Bad Times at the El Royale,2018,3.5,291499,66552,141,All roads lead here,English,['USA'],['Drew Goddard'],"['Jeff Bridges', 'Cynthia Erivo', 'Lewis Pullman', 'Dakota Johnson', 'Cailee Spaeny']"
51822,The Cabinet of Dr. Caligari,1920,4.1,233226,68764,78,You must become Caligari!,No spoken language,['Germany'],['Robert Wiene'],"['Werner Krauß', 'Conrad Veidt', 'Friedrich Fehér', 'Lil Dagover', 'Hans Heinrich von Twardowski']"
40892,Antichrist,2009,3.4,250981,50442,109,"When nature turns evil, true terror awaits.",English,"['Germany', 'Denmark', 'France', 'Italy', 'Poland', 'Sweden']",['Lars von Trier'],"['Willem Dafoe', 'Charlotte Gainsbourg', 'Storm Acheche Sahlstrøm']"
51940,Three Colours: Red,1994,4.3,182251,64502,100,,French,"['France', 'Poland', 'Switzerland']",['Krzysztof Kieślowski'],"['Irène Jacob', 'Jean-Louis Trintignant', 'Jean-Pierre Lorit', 'Frédérique Feder', 'Samuel Le Bihan']"
51740,True Romance,1993,3.9,255538,77518,120,"Stealing, Cheating, Killing. Who said romance was dead?",English,"['France', 'USA']",['Tony Scott'],"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport', 'Bronson Pinchot', 'Gary Oldman']"
25156,Contagion,2011,3.4,412087,61342,106,Nothing spreads like fear,English,"['USA', 'United Arab Emirates']",['Steven Soderbergh'],"['Marion Cotillard', 'Matt Damon', 'Laurence Fishburne', 'Jude Law', 'Kate Winslet']"
51370,Gattaca,1997,3.8,348351,80893,106,There is no gene for the human spirit.,English,['USA'],['Andrew Niccol'],"['Ethan Hawke', 'Uma Thurman', 'Jude Law', 'Alan Arkin', 'Loren Dean']"
